id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime3059DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime6089DaysPastDueNotWorse,NumberOfDependents
5690,1,0.530342645,37,0,0.36573595299999995,2900.0,6,0,1,0,1.0
56913,1,0.844165119,35,0,0.5522745410000001,2505.0,4,1,0,0,2.0
56946,1,0.120540834,58,0,0.277908721,14000.0,13,0,2,0,2.0
56948,1,0.049457818,62,1,0.414245307,11666.0,15,0,2,0,1.0
56959,1,0.9567567570000001,49,1,2.12125535,700.0,4,1,2,0,1.0
56970,1,0.651700956,61,6,0.681349578,3200.0,11,0,1,2,1.0
56971,1,0.368015675,43,0,0.27560071,6200.0,19,0,1,0,0.0
56972,1,0.62649356,33,2,0.398305085,2831.0,7,2,0,0,0.0
56980,1,0.7810206140000001,58,5,1.4450307830000002,1136.0,5,0,1,2,3.0
56982,1,0.9999998999999999,24,1,302.0,8168.0,4,0,0,2,2.0
57,0,0.454971915,46,1,0.016921775,13000.0,10,0,0,0,1.0
570,0,0.8754406579999999,37,0,0.437717467,1436.0,5,0,0,0,1.0
57026,1,0.532149567,52,0,0.292379942,6600.0,8,0,1,0,0.0
57032,1,0.992403039,22,0,0.029588165,2500.0,1,0,0,0,0.0
57073,1,0.596321936,26,0,0.553815395,3000.0,9,0,1,0,1.0
57080,1,0.647272448,60,3,0.940190723,10800.0,11,2,1,4,1.0
57082,1,0.914834066,32,2,0.414862336,3740.0,6,2,1,1,2.0
57089,1,0.960914073,40,0,0.467029973,5504.0,7,0,1,0,0.0
57098,1,0.147704591,25,2,0.098450775,2000.0,2,3,0,0,1.0
571,0,0.043861767,69,0,0.064119265,6908.0,7,0,1,0,0.0
57111,1,0.44111776399999997,54,0,1019.0,7000.0,3,0,0,0,0.0
57112,1,0.886940471,39,3,0.053733208,3200.0,5,0,0,0,3.0
57127,1,0.878881177,40,0,0.605616199,12000.0,19,2,3,11,0.0
57134,1,0.22151710600000002,41,0,0.589184206,6508.0,14,0,1,0,1.0
57139,1,0.495152871,49,1,0.24935013,5000.0,7,0,1,0,2.0
57152,1,0.947565543,31,0,0.36618730299999996,2850.0,4,1,2,1,2.0
57162,1,1.0643895909999999,38,5,0.545038486,4806.0,11,0,2,0,0.0
572,0,0.03929607,48,0,0.480393478,7420.0,10,0,2,0,0.0
57200,1,0.9680213190000001,59,0,0.660649819,3600.0,6,0,1,1,1.0
57208,1,0.141956277,63,0,0.960918752,2916.0,10,0,1,0,1.0
57224,1,0.9999998999999999,39,0,331.0,7050.0,3,0,0,0,3.0
57230,1,0.96007984,31,1,0.40375753299999995,2820.0,7,0,0,0,2.0
57236,1,0.717694775,52,3,0.418197725,8000.0,10,0,2,0,0.0
57238,1,0.43313373299999997,42,1,427.0,3791.0,2,0,0,1,0.0
57266,1,0.626527732,34,0,2066.0,12000.0,8,0,1,0,1.0
5729,1,0.960418663,80,0,2395.0,4300.0,6,0,0,1,0.0
57294,1,0.9999998999999999,24,0,0.0,764.0,0,0,0,0,0.0
57298,1,0.574924267,33,0,0.208565953,12000.0,10,0,2,0,1.0
573,1,0.339503567,89,1,0.549380248,2500.0,9,3,0,1,0.0
57348,1,0.141997264,53,0,0.172322093,9400.0,11,1,2,0,1.0
57360,1,0.27337827800000003,54,0,0.38969789200000005,4600.0,13,1,3,0,0.0
57377,1,0.15666688,71,0,0.438818565,3080.0,8,0,0,0,0.0
574,0,0.064835195,56,2,0.197624587,8166.0,10,0,1,0,0.0
57405,1,0.255450308,83,0,0.011318618999999999,5300.0,6,0,0,0,0.0
57408,1,0.465709286,64,1,998.0,6916.0,6,0,0,0,0.0
57421,1,0.14114514,33,1,0.413917217,5000.0,8,0,2,3,2.0
57424,1,1.121756487,54,0,0.048167222,3300.0,1,4,0,1,3.0
57429,1,0.604276775,42,1,0.678264347,5000.0,17,0,1,1,2.0
57433,1,1.001999334,31,2,0.451774113,2000.0,6,0,0,0,0.0
57481,1,0.519777932,61,2,0.6658667420000001,7083.0,16,0,2,0,2.0
575,0,0.008684579,75,0,0.0013269,8289.0,5,0,0,0,0.0
57521,1,0.24926210199999999,37,2,1.67130829,3087.0,7,1,2,0,0.0
57531,1,0.9999998999999999,28,0,0.294035333,5716.0,5,1,1,0,0.0
57541,1,0.9999998999999999,44,0,0.0,4400.0,0,0,0,0,3.0
57545,1,0.9430542540000001,38,1,0.7269712979999999,9650.0,16,0,2,0,3.0
57563,0,0.036974076,83,0,0.014328556999999999,3000.0,5,0,0,0,0.0
57564,0,1.109578084,28,1,0.331333733,5000.0,5,1,1,1,2.0
57565,0,0.00892956,36,0,0.359722386,8500.0,8,0,2,0,2.0
57566,0,0.0,59,0,0.120456664,8583.0,3,0,1,0,1.0
57567,0,0.0,60,0,0.8204067559999999,2900.0,8,0,1,0,1.0
57568,0,0.95004995,24,0,0.027972028,1000.0,1,0,0,0,0.0
57569,0,0.9999998999999999,36,0,0.227572225,1972.0,1,0,0,0,0.0
57570,0,0.9999998999999999,39,1,0.11962421699999999,4789.0,1,0,0,0,4.0
57571,0,0.273860617,47,0,0.659053834,1225.0,10,0,0,0,1.0
57572,0,0.172420888,47,0,0.05487561,12500.0,13,0,0,0,0.0
57573,0,0.9999998999999999,37,2,0.613237445,8203.0,7,0,2,1,2.0
57574,0,0.878400524,43,0,0.02763893,3400.0,7,0,0,0,4.0
57575,0,0.018998813,73,0,9.0,6642.0,2,0,0,0,0.0
57576,0,0.03007005,62,0,1353.0,6005.0,17,0,1,0,0.0
57577,0,0.614044858,62,0,0.881623675,5000.0,15,0,3,0,0.0
57578,0,0.0,65,0,8e-05,12500.0,9,0,0,0,0.0
57579,0,0.149426158,71,0,506.0,3640.0,5,0,1,0,0.0
57580,0,0.008437235999999999,82,0,0.002710945,2950.0,2,0,0,0,0.0
57581,0,0.392692031,57,1,0.49252209399999997,5883.0,11,0,1,0,1.0
57582,0,0.20025041899999999,47,2,0.6474128729999999,10300.0,12,0,1,0,0.0
57583,1,0.965005302,46,1,218.0,5700.0,2,1,0,1,0.0
57584,0,0.293285434,32,0,0.21788148899999998,3813.0,9,0,1,0,0.0
57585,0,0.102002601,70,0,0.300199943,3500.0,17,0,1,0,0.0
57586,0,0.000978387,84,0,0.00023998099999999998,4166.0,10,0,0,0,0.0
57587,0,0.011640003999999999,65,0,0.25658423399999997,11200.0,7,0,2,0,0.0
57588,0,0.011553468,45,0,0.332504594,9250.0,8,0,2,0,0.0
57589,0,0.042848214,74,0,0.40051989600000004,5000.0,6,0,1,0,0.0
57590,0,0.287064812,27,0,264.0,0.0,4,0,0,0,0.0
57591,1,1.0066445179999999,36,0,0.001999556,4500.0,1,0,0,0,3.0
57592,0,0.048617890999999996,63,0,0.98996972,5283.0,13,0,4,0,0.0
57593,0,0.05650329900000001,54,0,0.469004487,12033.0,9,0,2,0,0.0
57594,0,0.23987476,52,0,0.55381413,8166.0,13,0,2,0,0.0
57595,0,0.15399727400000002,51,0,0.236282195,6250.0,5,0,1,0,1.0
57596,0,0.08985587199999999,33,0,39.0,1518.0,4,0,0,0,0.0
57597,0,0.626671666,46,0,149.0,0.0,3,0,0,0,3.0
57598,0,0.038125341,68,0,0.5018089729999999,11055.0,12,0,4,0,0.0
57599,0,0.335332933,30,0,0.237561317,4280.0,3,0,1,0,0.0
576,0,0.9999998999999999,55,1,0.138721351,4144.0,1,0,0,0,0.0
57600,0,0.9999998999999999,40,0,0.15412084,7000.0,1,0,1,0,3.0
57601,0,0.820203892,67,1,2637.0,3800.0,2,0,1,1,0.0
57602,0,0.855043642,37,0,0.196764986,5254.0,7,0,0,0,1.0
57603,0,0.264629131,49,0,3552.0,5750.0,8,0,2,0,2.0
57604,0,0.923443062,66,1,0.7196537479999999,5082.0,5,0,2,0,1.0
57605,0,0.00159996,93,0,0.00019045799999999998,10500.0,10,0,0,0,0.0
57606,0,0.0,75,0,0.0,0.0,5,0,0,1,0.0
57607,0,0.023825855,49,0,0.00379924,5000.0,4,0,0,0,0.0
57608,0,0.936996408,38,1,0.5845598439999999,3600.0,12,0,1,0,0.0
57609,0,0.017737686000000003,80,0,0.190545572,6176.0,6,0,0,0,0.0
57610,1,0.085941332,50,0,3740.0,0.0,11,0,2,0,1.0
57611,0,0.004432279,39,0,1.002497918,1200.0,11,0,2,0,1.0
57612,0,0.669204786,52,0,0.9680106629999999,3000.0,13,0,1,0,1.0
57613,0,0.805734075,48,0,0.664075514,1800.0,10,0,0,0,0.0
57614,0,0.000999979,45,0,0.463140421,13252.0,9,0,2,0,0.0
57615,0,0.56489921,63,2,929.0,6200.0,11,0,0,1,0.0
57616,0,0.697050492,46,1,0.066250743,3365.0,7,0,0,0,1.0
57617,0,0.087066321,43,0,0.327959005,8000.0,10,0,2,0,0.0
57618,0,0.005349911,59,0,0.208146873,8714.0,7,0,1,0,4.0
57619,0,0.11360799,22,0,2.0,13000.0,1,0,0,0,0.0
57620,0,0.144599329,56,0,0.043086992000000005,11000.0,15,0,0,2,2.0
57621,0,0.029581981,69,0,0.030646236,1500.0,6,0,0,0,0.0
57622,0,0.028332546,61,0,0.321011673,5139.0,9,0,2,0,0.0
57623,0,0.598933417,62,1,2651.0,3140.0,6,0,1,0,0.0
57624,0,0.014695834,55,1,0.113659089,15000.0,20,0,2,0,1.0
57625,0,0.013563143,79,0,702.0,1000.0,4,0,1,0,0.0
57626,0,0.683296495,67,0,0.5664180289999999,6300.0,9,0,1,0,0.0
57627,1,0.275322417,54,0,0.35983618100000003,7080.0,3,0,1,0,0.0
57629,0,0.441226112,46,0,0.7608097979999999,4000.0,8,0,1,0,0.0
57630,0,0.014350743000000001,45,1,0.6382921229999999,7400.0,12,0,2,0,0.0
57631,0,0.738951435,54,1,1.149452642,2100.0,14,0,1,0,2.0
57632,1,0.545881587,68,1,423.0,3666.0,6,0,0,0,0.0
57633,0,0.9999998999999999,43,0,0.0,2298.0,1,0,0,0,3.0
57634,0,0.241718111,44,0,0.097532315,850.0,2,0,0,0,0.0
57635,0,0.03887618,59,0,2393.0,2916.0,11,0,1,0,0.0
57636,0,0.9999998999999999,27,0,0.028309742000000002,1200.0,0,0,0,0,0.0
57637,1,0.729344729,32,1,0.266293483,2500.0,4,2,0,3,1.0
57638,1,0.686711565,65,0,2609.0,2875.0,20,0,2,0,0.0
57639,0,0.081460772,32,0,0.121648461,12083.0,9,0,1,0,3.0
57640,0,0.36355899700000005,37,0,0.098812231,3956.0,10,0,0,0,0.0
57641,0,0.015532085,43,0,3237.0,9500.0,14,0,1,0,2.0
57642,0,0.0,32,0,0.200987197,6482.0,3,0,1,0,1.0
57643,0,0.9999998999999999,22,0,0.055398302,4945.0,1,0,0,0,0.0
57644,0,0.51671993,54,0,0.38841453200000003,5972.0,6,0,1,0,0.0
57645,0,0.093732859,34,0,0.070991126,8000.0,9,0,0,0,0.0
57646,0,0.5975221239999999,58,0,1181.0,10430.0,5,0,1,0,0.0
57647,0,0.324311713,67,1,1.002906977,2751.0,11,0,3,0,0.0
57648,0,0.001060574,65,0,0.100743187,7265.0,4,0,1,0,0.0
57649,0,0.0,42,0,0.224032587,5400.0,3,0,1,0,2.0
57650,0,0.0,56,0,0.026854585,10500.0,7,0,0,0,0.0
57651,0,0.0,38,0,0.418362974,9333.0,7,0,2,0,1.0
57652,0,0.036632358999999996,47,0,0.51695665,3390.0,6,0,1,0,0.0
57653,0,0.335329341,35,0,0.181491823,2506.0,2,0,0,1,1.0
57654,0,0.9420705290000001,40,0,0.36583414799999997,11250.0,8,0,2,0,0.0
57655,0,0.41303475,44,0,0.269848828,8400.0,15,1,0,0,3.0
57656,0,0.57612068,48,1,0.541947336,3265.0,10,0,1,0,0.0
57657,0,0.220260793,40,0,0.610125766,3100.0,8,0,2,0,0.0
57658,0,0.034079751,54,0,0.278322493,10300.0,8,0,1,0,0.0
57659,0,0.0,40,0,0.042927074,7966.0,4,0,0,0,1.0
57660,0,0.008015341,78,0,0.468193384,2750.0,8,0,2,0,0.0
57661,0,0.798247162,37,0,0.283668731,2583.0,5,0,0,0,2.0
57662,0,0.0,80,0,0.0,2800.0,3,0,0,0,0.0
57663,0,0.14385420699999998,50,1,0.139120095,5886.0,8,0,0,0,0.0
57664,0,0.133896918,38,0,0.641615255,5348.0,5,0,1,0,0.0
57665,0,0.133194898,70,1,0.695706285,3213.0,20,0,1,0,0.0
57666,0,0.5774920929999999,30,1,0.285428643,4000.0,8,0,0,0,1.0
57667,0,0.0,46,2,0.45435411700000006,3800.0,13,0,1,0,0.0
57668,0,0.462859697,63,0,0.27909759,5850.0,5,0,2,0,0.0
57669,0,0.5814410289999999,63,0,0.45021356100000004,7491.0,7,0,2,0,0.0
57670,0,0.008184599,62,0,0.120843332,5833.0,14,0,1,0,0.0
57671,0,0.9454657329999999,38,0,2752.0,3500.0,12,0,2,0,0.0
57672,0,0.17281102899999998,65,0,0.378108144,7600.0,5,0,1,0,0.0
57673,0,0.978223605,33,0,0.117812555,5686.0,4,0,0,0,3.0
57674,0,0.9999998999999999,28,0,0.036651395,2400.0,1,0,0,0,0.0
57675,0,0.147670459,73,0,0.033537568999999996,3100.0,4,0,0,0,0.0
57676,0,0.00980247,42,1,0.321595766,9825.0,9,0,2,0,0.0
57677,1,1.037452537,59,0,0.132474701,6521.0,12,0,0,0,0.0
57678,0,0.04297038,53,0,0.200792721,11100.0,10,0,2,0,0.0
57679,0,0.139628144,79,0,0.21064649600000002,7006.0,7,0,1,0,0.0
57680,0,0.0,62,0,0.0,8125.0,4,0,0,0,0.0
57681,0,0.188671578,35,0,0.40086847200000003,8750.0,6,0,2,0,1.0
57682,0,0.082849743,49,0,1205.0,9200.0,9,0,1,0,0.0
57683,0,0.129186508,57,0,0.047246063,12000.0,11,0,0,0,0.0
57684,0,0.033098345,29,0,0.8336665329999999,2500.0,3,0,1,0,0.0
57685,0,0.6960646070000001,37,1,0.10662038199999999,4032.0,7,0,0,0,2.0
57686,0,0.42959506700000005,25,0,597.0,500.0,3,0,0,0,0.0
57687,0,0.8534987940000001,63,2,0.245266688,9242.0,7,0,1,0,0.0
57688,0,0.075747633,81,0,72.0,4346.0,3,0,0,0,0.0
57689,0,0.29129449399999996,49,0,0.713095635,3000.0,8,0,3,0,1.0
57691,0,0.168785839,43,0,0.488111206,8200.0,11,0,2,0,0.0
57692,0,0.951341443,58,0,0.176039647,4640.0,3,0,0,0,0.0
57693,0,0.099822504,38,0,0.465576721,6666.0,8,0,2,0,1.0
57694,1,0.595777853,39,1,0.5520938989999999,6900.0,12,1,2,0,1.0
57695,0,0.092238382,54,1,0.290556572,14750.0,14,0,2,0,3.0
57696,0,0.0,35,0,0.01058616,5100.0,4,0,0,0,0.0
57697,0,0.036615761000000004,45,1,0.23110851699999999,15416.0,6,0,2,0,3.0
57698,0,0.01259982,71,0,2221.0,5200.0,11,0,1,0,0.0
577,0,0.5035879870000001,63,0,1.308922769,4000.0,16,0,1,0,0.0
57700,0,0.02176559,79,0,31.0,1453.0,7,0,0,0,0.0
57701,0,0.9999998999999999,37,0,1484.0,3583.0,8,0,1,0,2.0
57702,0,0.0,31,0,0.34892638,2607.0,11,0,0,0,1.0
57703,0,0.034571213999999996,74,2,158.0,7000.0,12,0,1,0,0.0
57704,0,0.03398867,26,1,235.5,1.0,7,0,0,0,0.0
57706,1,0.455028475,37,0,0.7045738570000001,4000.0,11,0,2,0,3.0
57707,0,0.0,80,0,0.0,1500.0,8,0,0,0,0.0
57708,0,0.381511,35,0,0.43956704799999996,3325.0,13,0,1,0,1.0
57709,0,0.815618438,42,0,0.366717506,5900.0,4,0,1,0,2.0
57710,0,0.014751761,68,0,0.0053326219999999995,7500.0,6,0,0,0,0.0
57711,0,0.032205006,59,0,1459.0,4316.0,9,0,1,0,0.0
57713,0,0.615088975,56,0,0.8594276820000001,11566.0,8,0,1,0,4.0
57716,0,0.747457433,58,0,0.45974359,3899.0,10,0,1,0,2.0
57717,0,0.0,56,0,0.08716026199999999,11736.0,6,0,0,0,1.0
57718,0,0.303743152,42,1,0.323182711,4071.0,8,0,0,0,1.0
57719,0,0.033072503999999996,37,0,0.034138218,1200.0,5,0,0,0,0.0
57720,0,0.9999998999999999,58,0,0.310796074,1833.0,1,0,0,0,0.0
57721,0,0.0,59,0,899.0,4680.0,4,0,1,0,0.0
57722,0,0.57181683,59,0,0.30586907399999996,12403.0,16,0,2,0,3.0
57723,0,0.42667866600000004,44,0,1855.0,9242.0,2,0,1,0,0.0
57724,0,0.23850766199999998,28,0,10.0,0.0,1,0,0,0,0.0
57725,0,0.389288969,60,0,0.39325076700000006,8800.0,17,0,3,0,0.0
57726,0,0.185179121,72,0,0.206372484,7500.0,16,0,2,0,0.0
57727,0,0.862034491,43,1,0.03119688,10000.0,1,0,0,0,2.0
57728,0,0.037433155,60,0,0.01561524,1600.0,1,0,0,0,0.0
57729,0,0.194433761,56,0,0.228308677,2500.0,6,0,1,0,0.0
57730,1,0.307455803,27,0,0.06935008299999999,7800.0,13,1,0,1,0.0
57731,0,0.939730739,53,0,2846.0,1833.0,11,0,0,0,0.0
57732,0,0.0,45,0,0.45424384799999995,3616.0,4,0,1,0,0.0
57733,0,0.009255433,79,0,3.0,1200.0,4,0,0,0,0.0
57734,0,0.20069406399999998,64,0,0.288271173,10000.0,17,0,2,0,1.0
57735,0,0.307794186,55,0,0.252610531,4500.0,11,0,0,0,1.0
57736,0,0.533189755,39,0,0.415662651,3651.0,8,0,1,0,2.0
57737,0,0.031765608,48,0,1.307069745,4200.0,7,0,3,0,1.0
57738,1,0.689716628,60,4,0.223463687,3400.0,5,0,1,0,1.0
57739,0,0.097268306,40,0,0.8035982009999999,2000.0,11,0,2,0,2.0
57740,0,0.244636872,64,0,3114.0,10500.0,14,0,1,0,0.0
57741,0,0.021999154,53,0,3.4110437360000003,7750.0,8,0,0,0,0.0
57742,0,0.157982047,53,1,0.416101622,11650.0,16,0,4,0,2.0
57743,0,0.26376335300000003,65,0,509.0,6500.0,5,0,0,0,0.0
57744,0,0.9999998999999999,46,0,130.0,2163.0,1,0,0,0,0.0
57745,0,0.40728398,45,0,0.6157428970000001,2146.0,8,0,1,1,0.0
57746,0,0.744622825,51,0,0.6852374240000001,4253.0,5,0,1,0,2.0
57747,0,0.019662989,33,0,0.461754781,5333.0,14,0,2,0,0.0
57748,0,0.051547203,87,0,58.0,8750.0,5,0,0,0,0.0
57749,0,0.9034365520000001,36,0,0.461856325,6291.0,7,0,1,0,3.0
5775,1,0.941670555,32,3,0.187953012,4000.0,10,0,0,1,0.0
57750,1,0.656673296,49,1,3406.0,5833.0,15,0,1,0,0.0
57751,0,0.902608313,59,1,0.375093047,13433.0,20,0,2,0,1.0
57753,0,0.201262362,56,0,0.37980887,4080.0,10,0,1,0,2.0
57754,0,0.12879827900000002,59,1,1.254631454,2536.0,17,0,2,1,0.0
57755,0,0.486460186,44,0,761.0,5736.0,6,0,1,0,0.0
57756,0,0.757007147,51,0,0.41644132,1848.0,5,0,0,0,0.0
57757,1,0.804859529,67,3,0.20205939399999998,6700.0,8,0,0,0,0.0
57758,0,0.0,53,0,0.31227509,2500.0,7,0,0,0,0.0
57759,1,0.874251497,30,0,0.150837989,3400.0,4,1,0,1,4.0
57760,0,0.575107296,47,1,0.40738857799999995,5900.0,8,0,1,0,2.0
57761,0,0.0,65,0,0.31079339,8532.0,12,0,1,0,0.0
57762,0,0.024556979,40,0,0.230967005,7000.0,9,0,2,0,3.0
57763,1,0.052535902999999995,30,0,349.0,5167.0,10,0,0,0,1.0
57764,0,0.000490643,54,0,657.0,5040.0,7,0,2,0,0.0
57765,0,0.101431038,64,0,0.332948777,4333.0,8,0,2,0,1.0
57766,0,0.0,64,0,0.421144714,4000.0,4,0,1,0,0.0
57767,0,0.916619075,30,0,1.3856382980000002,375.0,5,2,0,0,2.0
57768,0,0.016321976999999998,56,0,0.009579342,2400.0,8,0,0,0,0.0
57769,0,0.11214600300000001,74,0,0.261498567,7326.0,11,0,1,0,1.0
57770,0,0.278748239,54,0,0.396786432,4480.0,10,0,2,0,1.0
57771,0,0.710578945,59,0,0.359726511,4533.0,14,0,0,0,0.0
57772,0,0.666950234,42,0,0.170396419,9383.0,8,0,0,0,3.0
57774,0,0.045251753,72,0,0.232801321,5450.0,7,0,1,0,1.0
57775,0,0.048159797000000004,29,0,0.36915636799999996,1860.0,8,0,0,0,2.0
57776,0,0.266571846,40,0,0.294397715,6300.0,14,0,2,0,2.0
57777,0,0.9999998999999999,47,0,0.486320011,6980.0,6,0,1,0,2.0
57778,0,0.12515426699999999,49,0,0.235342692,6054.0,6,0,1,0,3.0
57779,0,0.972501375,35,1,0.416398714,4975.0,6,0,1,0,1.0
57780,0,0.9999998999999999,26,0,0.0,6916.0,0,2,0,0,0.0
57781,0,0.005182168,60,0,0.290870488,4709.0,7,0,1,0,1.0
57782,1,0.9999998999999999,44,0,0.077184563,5000.0,1,0,0,1,0.0
57783,0,0.00728245,68,0,0.24375125,5000.0,4,0,1,0,0.0
57784,0,0.769784584,44,0,0.15906198900000001,5500.0,8,0,0,0,2.0
57785,0,0.007401387,70,0,0.22814725,6600.0,7,0,1,0,0.0
57787,0,0.959420048,42,1,834.0,5500.0,3,0,0,0,1.0
57788,0,0.735789555,65,0,0.268216473,8000.0,10,0,1,0,0.0
57789,0,0.134196896,44,0,0.8288342329999999,5000.0,13,0,2,0,2.0
57790,0,0.126272959,54,0,0.041239515,4291.0,5,0,0,0,1.0
57791,0,0.5533836529999999,30,0,0.322250331,8300.0,9,0,1,0,1.0
57792,0,0.463304285,63,0,539.0,8600.0,4,0,0,0,0.0
57793,0,0.015134726000000001,72,1,766.0,7200.0,10,0,1,0,1.0
57794,1,0.143504485,58,0,0.47954056,4178.0,11,0,2,1,1.0
57795,0,0.005310161999999999,67,0,0.107964012,3000.0,16,0,0,0,0.0
57796,0,0.0,86,0,0.094224037,3427.0,4,0,0,0,0.0
57797,0,0.046815144,40,0,0.162293376,8650.0,12,0,1,0,3.0
57798,0,0.9999998999999999,30,1,0.08329367,2100.0,3,0,0,0,1.0
57799,0,0.005363474,63,0,0.428952279,3750.0,4,0,1,0,1.0
578,0,0.000309046,49,0,562.0,3250.0,10,0,1,0,2.0
57800,0,0.388289226,70,0,0.363222576,6590.0,14,0,1,0,1.0
57801,0,0.264657845,47,0,0.46358037799999996,4708.0,5,0,1,0,2.0
57802,0,0.23029604,25,1,0.007248188000000001,4000.0,2,0,0,0,0.0
57803,0,0.054432416,68,0,0.162174579,6529.0,4,0,1,0,0.0
57804,0,1.219269103,47,1,0.051801802,4883.0,4,1,0,1,0.0
57805,0,0.010361671999999999,76,0,1557.0,6000.0,6,0,1,0,0.0
57807,0,0.0,43,0,0.10503969,5416.0,4,0,0,0,0.0
57808,0,0.770912121,30,0,3687.0,5000.0,8,0,2,0,0.0
57809,0,0.34268559200000004,58,0,0.461407145,8200.0,6,0,2,0,2.0
57810,0,0.232369418,59,0,2506.0,800.0,16,0,1,0,0.0
57811,0,0.279994227,55,0,0.251038302,6500.0,4,0,1,0,2.0
57812,0,0.97049592,61,0,0.170324846,3416.0,8,0,0,0,0.0
57814,0,0.056553075,53,0,0.254515599,2435.0,10,0,1,0,3.0
57815,0,0.49070186,28,1,0.231034483,1739.0,3,0,0,0,0.0
57816,0,0.007785158,53,0,0.0013824879999999999,2169.0,2,0,0,0,0.0
57817,0,0.280677172,63,0,0.235191827,9200.0,14,0,0,0,0.0
57818,0,0.19014208,35,1,0.128348661,2500.0,10,1,0,0,2.0
57819,0,0.667007048,41,1,0.321207528,7916.0,14,0,1,0,0.0
57820,0,0.030790936,65,0,0.142336975,6041.0,8,0,1,0,0.0
57821,0,0.25687419899999997,54,2,1.2902838859999999,2500.0,10,0,1,0,0.0
57822,1,0.906145847,36,0,0.49319633399999996,3600.0,5,0,2,0,0.0
57825,0,0.419404405,62,0,0.405343386,6100.0,8,0,2,1,0.0
57826,0,0.07698851599999999,23,0,5.0,1800.0,2,0,0,0,0.0
57827,0,0.487717925,49,2,1.889194297,11641.0,9,0,2,0,2.0
57828,0,0.316744866,51,0,0.49790042,3333.0,7,0,1,0,2.0
57829,0,0.043935113,66,0,0.099571465,7933.0,8,0,1,0,0.0
57830,1,0.342729264,52,3,0.36649729600000003,6100.0,7,1,2,0,1.0
57831,0,0.9999998999999999,50,2,0.37616996,6730.0,6,2,1,1,1.0
57832,0,0.0053349140000000005,48,0,0.068206424,5541.0,8,0,0,0,0.0
57833,0,0.337867263,55,0,0.199333535,3300.0,14,0,0,0,1.0
57834,0,0.046768431,59,0,1.1807277090000001,2500.0,16,0,2,0,0.0
57835,0,0.0,45,0,0.32135575899999996,3923.0,4,0,1,0,4.0
57836,0,0.0054232790000000005,69,0,0.688437188,3000.0,16,0,2,0,2.0
57837,0,0.114987053,62,0,1841.0,5000.0,5,0,1,0,2.0
57838,0,0.248974611,51,0,0.28367860100000003,8350.0,4,0,1,0,2.0
57839,0,0.9999998999999999,47,0,0.757432255,3800.0,2,1,0,3,2.0
57841,1,0.9999998999999999,76,3,1.7741935480000002,650.0,4,1,0,0,1.0
57842,1,0.991637124,41,4,0.35054981700000004,3000.0,9,0,0,1,1.0
57843,0,0.9999998999999999,92,0,0.273111463,3785.0,1,0,1,0,1.0
57844,0,0.059690239000000006,62,0,0.035729847,4589.0,9,0,0,0,0.0
57845,0,0.9999998999999999,80,1,6.0,8000.0,1,0,0,0,0.0
57846,1,0.057058914,63,1,0.12481857800000001,6200.0,7,0,2,1,1.0
57847,0,0.008484615,84,0,0.00119984,7500.0,2,0,0,0,0.0
57848,0,0.50495265,47,0,0.310419682,4145.0,5,0,0,0,2.0
57849,0,0.065763164,25,0,322.0,2700.0,6,0,0,0,0.0
57850,0,0.60258206,35,0,0.09997500599999999,4000.0,3,0,0,0,0.0
57851,0,0.110137612,50,1,0.137459807,4975.0,6,1,0,0,2.0
57852,0,0.96362078,35,0,1.238690327,4000.0,9,0,2,0,2.0
57853,0,0.023730056,55,0,0.061024384,7750.0,15,0,1,0,4.0
57854,0,0.0,71,0,0.0,9413.0,2,0,0,0,0.0
57855,0,0.22910417,50,0,0.671382899,14700.0,9,0,4,0,2.0
57856,0,0.123539839,35,0,0.531804486,5973.0,6,0,1,0,1.0
57857,0,0.845274188,56,0,0.318415051,10523.0,8,0,3,0,0.0
57859,0,0.01189612,75,0,0.009942334,5028.0,12,0,1,0,0.0
57860,0,0.03136756,62,0,0.473578955,13000.0,14,0,2,0,1.0
57861,0,0.056394999,73,0,0.143371326,5000.0,16,0,2,0,0.0
57862,1,0.9999998999999999,36,0,0.253045923,3200.0,3,0,0,0,4.0
57863,0,0.629229766,54,0,2.298507463,200.0,6,0,0,0,1.0
57865,0,0.000520826,70,0,0.00329934,3333.0,10,0,0,0,0.0
57866,0,0.169583042,42,0,0.39686800899999997,2234.0,7,0,0,0,0.0
57867,0,0.160384182,47,0,0.273755344,7250.0,10,0,2,0,0.0
57868,0,0.063351528,59,0,0.047230022999999996,7833.0,12,0,1,0,1.0
57869,0,0.36916693899999997,68,0,0.39080599899999996,8200.0,16,0,1,0,0.0
57870,0,0.0,49,1,0.1925809,3800.0,5,0,0,0,2.0
57871,0,0.014545013999999998,64,0,1039.0,3937.0,9,0,1,0,0.0
57872,0,0.569886023,54,0,0.067887324,7099.0,4,0,0,0,0.0
57873,0,0.09493122400000001,60,0,0.371980676,8900.0,8,0,2,0,0.0
57874,0,0.099427233,70,0,0.401554842,5916.0,8,0,2,0,0.0
57875,0,0.087975551,40,1,2936.0,3000.0,8,0,3,0,1.0
57876,0,0.043898719,61,0,0.106071514,8333.0,12,0,1,0,0.0
